priority,content_type,decision,action_status,current_path,target_path,current_url,target_url,clicks,impressions,avg_position,seo_signal,notes
REDIRECT,Blog,FUSIONAR,merge_then_redirect,/como-aprovechar-las-ventajas-de-spotify-para-artistas/,/guia-completa-spotify-para-artistas/,https://musicartes.org/como-aprovechar-las-ventajas-de-spotify-para-artistas/,https://musicartes.org/guia-completa-spotify-para-artistas/,1,194,7.5,🟡 Fusionar - triada Spotify,"1 click, 194 imp. Tercero en triada Spotify. Los 3 posts de Spotify deben fusionarse en una guía definitiva."
REDIRECT,Blog,FUSIONAR,merge_then_redirect,/como-construir-una-base-de-fans-a-largo-plazo-en-spotify/,/como-incrementar-tu-base-de-fans/,https://musicartes.org/como-construir-una-base-de-fans-a-largo-plazo-en-spotify/,https://musicartes.org/como-incrementar-tu-base-de-fans/,0,92,11.5,🟡 Fusionar fans,"0 clicks, 92 imp. Ver fusión con /como-incrementar-tu-base-de-fans/."
REDIRECT,Blog,ELIMINAR,redirect_or_410,/la-salud-mental-del-musico-en-pandemia/,/tu-salud-como-musico-en-2026-la-guia-completa-que-necesitas-conocer/,https://musicartes.org/la-salud-mental-del-musico-en-pandemia/,https://musicartes.org/tu-salud-como-musico-en-2026-la-guia-completa-que-necesitas-conocer/,0,30,11.2,🔴 Desactualizado - pandemia,"0 clicks, 30 imp. Contenido pandémico desactualizado. Redirigir al post de salud 2026."
P3,Blog,MANTENER,create_or_migrate,/tu-salud-como-musico-en-2026-la-guia-completa-que-necesitas-conocer/,/tu-salud-como-musico-en-2026-la-guia-completa-que-necesitas-conocer/,https://musicartes.org/tu-salud-como-musico-en-2026-la-guia-completa-que-necesitas-conocer/,https://musicartes.org/tu-salud-como-musico-en-2026-la-guia-completa-que-necesitas-conocer/,1,95,8.8,🟡 Nuevo - consolidar salud,"1 click, 95 imp. Post nuevo, aún creciendo. Consolidar salud del músico aquí."
REDIRECT,Blog,FUSIONAR,merge_then_redirect,/10-errores-fatales-en-la-autogestion-musical-y-como-evitarlos-en-2026/,/5-errores-comunes-de-la-autogestion-musical/,https://musicartes.org/10-errores-fatales-en-la-autogestion-musical-y-como-evitarlos-en-2026/,https://musicartes.org/5-errores-comunes-de-la-autogestion-musical/,7,483,7.5,🟡 Evaluar canibalización,"7 clicks, 483 imp. Duplicado con la versión anterior de errores en autogestión. Ver si uno canibaliza al otro."
REDIRECT,Blog,FUSIONAR,merge_then_redirect,/5-errores-comunes-de-la-autogestion-musical/,/10-errores-fatales-en-la-autogestion-musical-y-como-evitarlos-en-2026/,https://musicartes.org/5-errores-comunes-de-la-autogestion-musical/,https://musicartes.org/10-errores-fatales-en-la-autogestion-musical-y-como-evitarlos-en-2026/,1,210,5.7,🟡 Fusionar - versión antigua,"1 click, 210 imp. Post más antiguo del mismo tema. Fusionar en el más nuevo y redirigir."
REDIRECT,Blog,FUSIONAR,merge_then_redirect,/20-estrategias-para-poder-lanzar-un-disco-en-la-era-digital/,/estrategia-de-lanzamiento-musical-para-artistas-independientes-en-2025/,https://musicartes.org/20-estrategias-para-poder-lanzar-un-disco-en-la-era-digital/,https://musicartes.org/estrategia-de-lanzamiento-musical-para-artistas-independientes-en-2025/,1,423,8.9,🟡 Fusionar lanzamiento,"1 click, 423 imp. Contenido antiguo sobre lanzamiento. Fusionar con la guía de lanzamiento más nueva."
P0,Blog,ELIMINAR,redirect_or_410,/emprender-innovar-en-la-musica/,/los-generos-musicales-mas-escuchados/,https://musicartes.org/emprender-innovar-en-la-musica/,https://musicartes.org/los-generos-musicales-mas-escuchados/,1,535,6.9,🔴 Contenido vago,"1 click, 535 imp. Título vago, poco específico. Sin señal de búsqueda clara. Evaluar eliminar."
P3,Blog,MANTENER,create_or_migrate,/el-trabajo-del-manager/,/el-trabajo-del-manager/,https://musicartes.org/el-trabajo-del-manager/,https://musicartes.org/el-trabajo-del-manager/,2,667,14.3,⚪ Baja posición,"2 clicks, 667 imp, pos 14.3. Muy baja posición. Reescribir si se quiere mejorar. Mantenible como está."
P3,Blog,MANTENER,create_or_migrate,/por-que-es-tan-importante-una-web-para-tu-marketing-musical/,/por-que-es-tan-importante-una-web-para-tu-marketing-musical/,https://musicartes.org/por-que-es-tan-importante-una-web-para-tu-marketing-musical/,https://musicartes.org/por-que-es-tan-importante-una-web-para-tu-marketing-musical/,1,119,6,⚪ Baja,"1 click, 119 imp. Evergreen pero poco tráfico. Mantener o fusionar con gestión de redes."
P1,Blog,MANTENER,create_or_migrate,/tu-imagen-importa/,/tu-imagen-importa/,https://musicartes.org/tu-imagen-importa/,https://musicartes.org/tu-imagen-importa/,2,1055,4,🟡 Potencial - mejorar CTR,"2 clicks, 1,055 imp, pos 4.0. Buen potencial. CTR muy bajo."
P3,Blog,MANTENER,create_or_migrate,/ser-miembro-pone-en-riesgo-mis-contrataciones-musicales/,/ser-miembro-pone-en-riesgo-mis-contrataciones-musicales/,https://musicartes.org/ser-miembro-pone-en-riesgo-mis-contrataciones-musicales/,https://musicartes.org/ser-miembro-pone-en-riesgo-mis-contrataciones-musicales/,0,50,7.4,🟡 Estratégico - objección clave,"0 clicks, 50 imp. Temática core de objeciones de socios. Mantener y vincular desde /hazte-socio/."
REDIRECT,Blog,ELIMINAR,redirect_or_410,/asedio-a-la-capacidad-creadora-de-la-propiedad-intelectual/,/propiedad-intelectual-en-guatemala/,https://musicartes.org/asedio-a-la-capacidad-creadora-de-la-propiedad-intelectual/,https://musicartes.org/propiedad-intelectual-en-guatemala/,0,14,7.2,🔴 Sin búsqueda - eliminar,"0 clicks, 14 imp. Título muy poco claro, no hay búsqueda real. Redirigir a /propiedad-intelectual-en-guatemala/."
P1,Blog,MANTENER,create_or_migrate,/dia-del-artista-nacional/,/dia-del-artista-nacional/,https://musicartes.org/dia-del-artista-nacional/,https://musicartes.org/dia-del-artista-nacional/,0,1210,7.1,🟡 Alto potencial - sin clicks,"0 clicks, 1,210 imp. Pos 7.0 pero 0 clicks = problema de título/meta. Optimizar."
REDIRECT,Blog,ELIMINAR,redirect_or_410,/cuatro-cosas-que-todo-musico-tiene-que-probar-en-2018/,/cuatro-cosas-que-todo-musico-tiene-que-probar-en-2018/,https://musicartes.org/cuatro-cosas-que-todo-musico-tiene-que-probar-en-2018/,—,0,0,0,🔴 No indexado - obsoleto,No indexado. Contenido de 2018 muy desactualizado ('cosas a probar en 2018'). Eliminar.
P3,Blog,REESCRIBIR,rewrite,/por-que-es-importante-tener-buenas-fotos/,/fotos-profesionales-para-musicos/,https://musicartes.org/por-que-es-importante-tener-buenas-fotos/,https://musicartes.org/fotos-profesionales-para-musicos/,0,0,0,🔴 No indexado - reescribir,No indexado. Tema con demanda real. Reescribir con URL limpia y contenido actualizado.
REDIRECT,Blog,ELIMINAR,redirect_or_410,/feliz-dia-de-la-propiedad-intelectual/,/dia-de-la-propiedad-intelectual-2025-protegiendo-el-latido-del-arte-musical/,https://musicartes.org/feliz-dia-de-la-propiedad-intelectual/,https://musicartes.org/dia-de-la-propiedad-intelectual-2025-protegiendo-el-latido-del-arte-musical/,0,0,0,🔴 No indexado - efeméride,No indexado. Post de efeméride sin contenido evergreen. Redirigir a edición 2025.
REDIRECT,Blog,ELIMINAR,redirect_or_410,/qepd-maestro-robelio-mendez/,/blog/,https://musicartes.org/qepd-maestro-robelio-mendez/,https://musicartes.org/blog/,0,0,0,🔴 No indexado - obituario,No indexado. Nota de fallecimiento sin valor SEO. Evaluar si tiene sentido archival histórico.
REDIRECT,Blog,ELIMINAR,redirect_or_410,/el-confort-del-bar/,/el-confort-del-bar/,https://musicartes.org/el-confort-del-bar/,—,0,0,0,🔴 No indexado - eliminar,No indexado. Título sin intención de búsqueda clara. Contenido sin propósito SEO.
REDIRECT,Blog,ELIMINAR,redirect_or_410,/todos-quieren-ser-comerciales/,/todos-quieren-ser-comerciales/,https://musicartes.org/todos-quieren-ser-comerciales/,—,0,0,0,🔴 No indexado - eliminar,No indexado. Título de opinión sin búsqueda real. Sin valor SEO.
REDIRECT,Blog,ELIMINAR,redirect_or_410,/la-musica-tambien-es-literatura/,/la-musica-tambien-es-literatura/,https://musicartes.org/la-musica-tambien-es-literatura/,—,0,0,0,🔴 No indexado - eliminar,No indexado. Ensayo de opinión sin búsqueda. Sin valor SEO para la estrategia de Musicartes.
REDIRECT,Blog,ELIMINAR,redirect_or_410,/punto-de-encuentro/,/punto-de-encuentro/,https://musicartes.org/punto-de-encuentro/,—,0,0,0,🔴 No indexado - eliminar,No indexado. Título extremadamente vago. Sin intención de búsqueda identificable.
P3,Blog,REESCRIBIR,rewrite,/gestion-colectiva-en-la-industria-musical-actual/,/gestion-colectiva-musica-guatemala/,https://musicartes.org/gestion-colectiva-en-la-industria-musical-actual/,https://musicartes.org/gestion-colectiva-musica-guatemala/,0,0,0,🔴 No indexado - core topic,No indexado. TEMA CORE de Musicartes. Reescribir con autoridad y nueva URL más limpia.
REDIRECT,Blog,ELIMINAR,redirect_or_410,/reporte-ejecutivo-de-musicartes-avances-en-febrero-2025/,/noticias/,https://musicartes.org/reporte-ejecutivo-de-musicartes-avances-en-febrero-2025/,https://musicartes.org/noticias/,0,0,0,🔴 No indexado - interno,No indexado. Reporte interno. No tiene valor de búsqueda externa. Mover a sección interna o eliminar.
P3,Blog,MANTENER,create_or_migrate,/el-productor-y-su-aporte-a-la-musica/,/el-productor-y-su-aporte-a-la-musica/,https://musicartes.org/el-productor-y-su-aporte-a-la-musica/,https://musicartes.org/el-productor-y-su-aporte-a-la-musica/,0,42,3.9,🔴 0 clicks / 42 imp,"0 clicks, 42 imp, pos 3.9. Temática válida pero sin clicks. Optimizar title/meta."
REDIRECT,Blog,ELIMINAR,redirect_or_410,/el-futuro-de-la-radio/,/el-futuro-de-la-radio/,https://musicartes.org/el-futuro-de-la-radio/,—,1,40,9.1,⚪ 1 clicks / 40 imp,"1 click, 40 imp. Contenido muy fechado, la 'radio' cambió completamente. Eliminar o redirigir."
P3,Blog,REESCRIBIR,rewrite,/el-crowdfunding/,/el-crowdfunding/,https://musicartes.org/el-crowdfunding/,https://musicartes.org/el-crowdfunding/,0,155,6.3,🔴 0 clicks / 155 imp,"0 clicks, 155 imp. Tema con demanda pero posición baja. Reescribir con enfoque en crowdfunding musical 2025."
P3,Blog,MANTENER,create_or_migrate,/pagar-por-la-musica/,/pagar-por-la-musica/,https://musicartes.org/pagar-por-la-musica/,https://musicartes.org/pagar-por-la-musica/,1,191,7.9,⚪ 1 clicks / 191 imp,"1 click, 191 imp. Debate evergreen sobre streaming vs pago. Mantener."
REDIRECT,Blog,ELIMINAR,redirect_or_410,/el-circulo-virtuoso/,/el-circulo-virtuoso/,https://musicartes.org/el-circulo-virtuoso/,—,1,38,26.4,⚪ 1 clicks / 38 imp,"1 click, pos 26. Contenido de opinión sin búsqueda real. Eliminar."
P3,Blog,REESCRIBIR,rewrite,/los-musicos-somos-empresarios/,/los-musicos-somos-empresarios/,https://musicartes.org/los-musicos-somos-empresarios/,https://musicartes.org/los-musicos-somos-empresarios/,0,240,32.6,🔴 0 clicks / 240 imp,"0 clicks, 240 imp pero pos 32.6. Muy sepultado. Si el tema vale, reescribir completamente."
REDIRECT,Blog,ELIMINAR,redirect_or_410,/multiplica-el-contenido-sobre-tu-musica-en-la-red/,/multiplica-el-contenido-sobre-tu-musica-en-la-red/,https://musicartes.org/multiplica-el-contenido-sobre-tu-musica-en-la-red/,—,0,14,8.1,🔴 0 clicks / 14 imp,"0 clicks, 14 imp. Poco tráfico, título desactualizado."
REDIRECT,Blog,ELIMINAR,redirect_or_410,/centroamerica-para-centroamericanos/,/centroamerica-para-centroamericanos/,https://musicartes.org/centroamerica-para-centroamericanos/,—,0,42,5.9,🔴 0 clicks / 42 imp,0 clicks. Contenido de opinión regional sin búsqueda SEO real.
P3,Blog,REESCRIBIR,rewrite,/la-radio-y-tu-musica/,/la-radio-y-tu-musica/,https://musicartes.org/la-radio-y-tu-musica/,https://musicartes.org/la-radio-y-tu-musica/,0,312,6.6,🔴 0 clicks / 312 imp,"0 clicks, 312 imp. Pos 6.6 pero sin conversión. Reescribir con datos actuales de radio digital."
REDIRECT,Blog,ELIMINAR,redirect_or_410,/aniversarios-y-premios/,/aniversarios-y-premios/,https://musicartes.org/aniversarios-y-premios/,—,1,18,8.3,⚪ 1 clicks / 18 imp,1 click. Post de efeméride interna sin valor SEO.
REDIRECT,Blog,ELIMINAR,redirect_or_410,/september-do-you-remember/,/september-do-you-remember/,https://musicartes.org/september-do-you-remember/,—,0,16,9.2,🔴 0 clicks / 16 imp,"0 clicks. Título en inglés, contenido de efeméride. Sin valor SEO."
P3,Blog,REESCRIBIR,rewrite,/como-ser-constante-en-la-industria-de-la-musica-y-no-morir-musicalmente-en-el-intento/,/como-ser-constante-en-la-industria-de-la-musica-y-no-morir-musicalmente-en-el-intento/,https://musicartes.org/como-ser-constante-en-la-industria-de-la-musica-y-no-morir-musicalmente-en-el-intento/,https://musicartes.org/como-ser-constante-en-la-industria-de-la-musica-y-no-morir-musicalmente-en-el-intento/,0,169,2.6,🔴 0 clicks / 169 imp,"0 clicks, 169 imp, pos 2.6. Está muy arriba pero 0 clicks = title terrible. Reescribir title/meta urgente."
REDIRECT,Blog,ELIMINAR,redirect_or_410,/rita-un-viaje-entre-la-fantasia-y-la-cruda-realidad/,/rita-un-viaje-entre-la-fantasia-y-la-cruda-realidad/,https://musicartes.org/rita-un-viaje-entre-la-fantasia-y-la-cruda-realidad/,—,1,80,8.4,⚪ 1 clicks / 80 imp,1 click. Reseña/opinión sin búsqueda real. Off-brand.
REDIRECT,Blog,ELIMINAR,redirect_or_410,/conoce-los-nominados-de-premios-estela-2017-2/,/conoce-los-nominados-de-premios-estela-2017-2/,https://musicartes.org/conoce-los-nominados-de-premios-estela-2017-2/,—,0,17,11.1,🔴 0 clicks / 17 imp,0 clicks. Contenido de 2017 sobre premios pasados. Eliminar.
P3,Blog,MANTENER,create_or_migrate,/musicartes-fortalece-su-presencia-global-en-la-asamblea-general-scapr-2025/,/musicartes-fortalece-su-presencia-global-en-la-asamblea-general-scapr-2025/,https://musicartes.org/musicartes-fortalece-su-presencia-global-en-la-asamblea-general-scapr-2025/,https://musicartes.org/musicartes-fortalece-su-presencia-global-en-la-asamblea-general-scapr-2025/,0,285,6.8,🔴 0 clicks / 285 imp,"0 clicks, 285 imp. Nota institucional. Mantener pero con mejor title."
P3,Blog,MANTENER,create_or_migrate,/musicartes-en-en-camm/,/musicartes-en-en-camm/,https://musicartes.org/musicartes-en-en-camm/,https://musicartes.org/musicartes-en-en-camm/,0,218,7.6,🔴 0 clicks / 218 imp,0 clicks. Nota institucional. Mantener. Revisar URL con doble 'en'.
P3,Blog,MANTENER,create_or_migrate,/talento-guatemalteco-brilla-en-la-espectacular-8ava-edicion-de-los-premios-estela/,/talento-guatemalteco-brilla-en-la-espectacular-8ava-edicion-de-los-premios-estela/,https://musicartes.org/talento-guatemalteco-brilla-en-la-espectacular-8ava-edicion-de-los-premios-estela/,https://musicartes.org/talento-guatemalteco-brilla-en-la-espectacular-8ava-edicion-de-los-premios-estela/,0,47,7.7,🔴 0 clicks / 47 imp,0 clicks. Nota de prensa Premios Estela. Mantener para hemeroteca.
P3,Blog,MANTENER,create_or_migrate,/dia-de-la-propiedad-intelectual-2025-protegiendo-el-latido-del-arte-musical/,/dia-de-la-propiedad-intelectual-2025-protegiendo-el-latido-del-arte-musical/,https://musicartes.org/dia-de-la-propiedad-intelectual-2025-protegiendo-el-latido-del-arte-musical/,https://musicartes.org/dia-de-la-propiedad-intelectual-2025-protegiendo-el-latido-del-arte-musical/,0,30,13.1,🔴 0 clicks / 30 imp,0 clicks. Efeméride institucional. Mantener para archivo.
REDIRECT,Blog,ELIMINAR,redirect_or_410,/felices-fiestas/,/felices-fiestas/,https://musicartes.org/felices-fiestas/,—,0,28,5.2,🔴 0 clicks / 28 imp,0 clicks. Saludo navideño. Sin valor SEO. Eliminar.
